Agglomeration_ID,Agglomeration_Name,Country,AU_Regions,ISO3,Longitude,Latitude,Altitude,Population_2015,Density_2015,Builtup,Distance to metro,Closest Metro,Voronoi,Population_1950,Population_1960,Population_1970,Population_1980,Population_1990,Population_2000,Population_2010,pop_growth
148,Harare Urban,Ethiopia,East Africa,ETH,42.046,9.368,2077,"464,766",2540,182.97,222,Hargeisa,323,"41,948","41,931","44,580","59,772","70,212","86,206","109,585",439.1
149,Duduza Central,South Africa,Southern Africa,ZAF,28.392,-26.339,1620,"464,536",9248,50.23,37,Johannesburg,268, -   , -   , -   ,"118,580","129,079","169,816","409,473",173.6
150,Eldoret aggl.,Kenya,East Africa,KEN,35.258,0.513,2085,"454,395",1917,237.03,41,Kisumu aggl.,1025,"9,281","17,308","19,947","54,251","117,750","223,829","322,100",103
151,Mbomai,Tanzania,East Africa,TZA,37.549,-3.283,1460,"454,194",1033,439.66,245,Nairobi aggl.,821, -   , -   , -   , -   , -   ,"357,584","415,047",27
152,Tetouan,Morocco,North Africa,MAR,-5.341,35.584,20,"452,555",8701,52.01,309,Casablanca,1127,"79,925","101,352","134,189","185,400","246,950","301,494","353,909",50.1
153,Katsina,Nigeria,West Africa,NGA,7.624,12.975,523,"452,172",5874,76.98,146,Kano,516,"50,038","63,201","87,000","120,000","166,000","237,000","337,000",90.8
154,Ogbomosho,Nigeria,West Africa,NGA,4.252,8.153,337,"446,740",7512,59.47,89,Ibadan,404,"132,558","129,910","134,000","137,000","141,000","225,000","359,000",98.6
155,Bloemfontein Central,South Africa,Southern Africa,ZAF,26.218,-29.134,1394,"445,726",2761,161.42,131,Maseru,9717,"108,136","140,924","148,282","221,080","273,209","318,314","404,221",40
156,Jimeta,Nigeria,West Africa,NGA,12.433,9.233,170,"445,265",4979,89.43,432,Ndjamena/Kousséri [TCD],973,"9,215","20,508","35,000","61,000","104,000","153,000","224,000",191
157,Blida,Algeria,North Africa,DZA,2.824,36.477,226,"437,430",4777,91.57,38,Alger,207,"32,287","74,046","100,828","145,937","178,292","233,843","372,789",87.1
158,Oyo,Nigeria,West Africa,NGA,3.924,7.832,301,"435,645",5324,81.82,45,Ibadan,868,"68,526","85,192","110,000","142,000","183,000","245,000","329,000",77.8
159,Ondo,Nigeria,West Africa,NGA,4.839,7.093,260,"434,060",7506,57.83,108,Ibadan,558,"34,485","73,961","102,000","140,000","192,000","253,000","333,000",71.6
160,Busia [UGA],Uganda,East Africa,UGA,34.074,0.402,1186,"432,228",2163,199.86,71,Mbale,703, -   , -   ,"1,365","8,709","26,315","35,777","46,463",1108.1
161,Kisangani,Democratic Republic of the Congo,Central Africa,COD,25.191,0.533,406,"430,000",6461,66.55,611,Kigali,26570,"64,974","116,637","158,483","180,824","305,157","277,096","340,000",55.2
162,Port Sudan,Sudan,East Africa,SDN,37.187,19.559,39,"423,772",4620,91.73,503,Asmara,34140,"39,339","62,738","107,725","180,924","276,416","345,642","372,181",22.6
163,Cidade de Nampula,Mozambique,Southern Africa,MOZ,39.282,-15.127,402,"422,998",3862,109.54,463,Blantyre,907, -   , -   ,"23,100","145,555","224,193","343,917","337,014",23
164,Karu,Nigeria,West Africa,NGA,7.696,8.977,353,"419,977",2725,154.1,346,Kano,793, -   ,"5,025","11,000","25,000","54,500","103,000","194,000",307.7
165,Bani Suwayf,Egypt,North Africa,EGY,31.121,29.092,29,"411,804",24410,16.87,116,Cairo,26,"61,679","78,178","99,491","129,344","170,722","191,771","225,351",114.7
166,Bissau,Guinea-Bissau,West Africa,GNB,-15.575,11.863,11,"410,620",6748,60.85,0,Bissau,4905,"46,163","49,844","118,572","115,636","182,832","298,818","386,591",37.4
167,Kikwit,Democratic Republic of the Congo,Central Africa,COD,18.818,-5.051,413,"410,000",7756,52.86,389,Kinshasa,1253,"7,263","20,502","111,960","137,511","168,247","257,390","370,000",59.3
168,Huw,Egypt,North Africa,EGY,32.241,26.049,73,"406,775",16651,24.43,463,Cairo,19,"13,952","15,413","18,800","26,119","39,209","50,784","61,234",701
169,Okenne,Nigeria,West Africa,NGA,6.246,7.574,318,"405,840",6001,67.63,215,Onitsha,788,"32,700","35,000","40,000","45,000","50,900","275,000","362,000",47.6
170,Saurimo,Angola,Southern Africa,AGO,20.395,-9.674,1072,"404,471",10077,40.14,784,Luanda,30827, -   ,"3,100","12,901","27,741","59,653","128,272","199,177",215.3
171,Annaba,Algeria,North Africa,DZA,7.752,36.904,13,"396,309",6360,62.31,216,Tunis,94,"80,799","135,729","173,330","222,583","240,684","264,952","382,188",49.6
172,Umuahia,Nigeria,West Africa,NGA,7.493,5.521,136,"392,624",4073,96.39,57,Onitsha,282, -   ,"38,000","58,000","83,000","120,000","210,000","320,000",87
173,Minna,Nigeria,West Africa,NGA,6.55,9.612,255,"391,580",4804,81.51,342,Kano,284,"12,170","33,212","43,000","55,000","70,400","154,000","336,000",154.3
174,Ado Ekiti,Nigeria,West Africa,NGA,5.256,7.625,387,"382,239",4111,92.98,150,Ibadan,164,"23,465","106,046","123,000","144,000","167,000","240,000","346,000",59.3
175,Juba,South Sudan,East Africa,SSD,31.561,4.846,606,"381,600",3209,118.91,0,Juba,14798,"18,000","17,007","42,965","74,906","111,755","166,962","304,618",128.6
176,Gboko,Nigeria,West Africa,NGA,9.009,7.327,223,"380,736",4800,79.32,272,Onitsha,398,"5,130","18,066","39,000","84,000","182,000","246,000","332,000",54.8
177,Igbidu,Nigeria,West Africa,NGA,8.083,6.073,51,"376,567",1774,212.3,116,Onitsha,350, -   , -   , -   , -   ,"226,000","286,000","362,000",31.7
178,Fort Portal,Uganda,East Africa,UGA,30.129,0.551,1976,"371,418",2036,182.41,260,Kigali,1202, -   ,"8,358","8,829","26,830","32,337","38,969","47,250",853.1
179,Dar al-Salam,Egypt,North Africa,EGY,32.093,26.24,69,"367,953",10131,36.32,439,Cairo,985,"7,382","10,581","9,937","11,369","18,091","25,785","34,986",1327
180,Gaborone,Botswana,Southern Africa,BWA,25.89,-24.62,1018,"365,444",2452,149.05,0,Gaborone,595, -   ,"1,709","14,324","52,199","134,211","209,298","301,900",74.6
181,Likasi,Democratic Republic of the Congo,Central Africa,COD,26.749,-10.989,1260,"365,000",8853,41.23,108,Lubumbashi,2502,"41,929","79,065","146,394","191,912","261,596","292,354","335,000",24.8
182,Runyenjes aggl.,Kenya,East Africa,KEN,37.59,-0.483,1321,"364,341",1023,355.98,41,Embu aggl.,666, -   , -   , -   ,"1,599","2,683","18,257","20,613",1895.6
183,Ijebu Ode,Nigeria,West Africa,NGA,3.958,6.818,83,"361,507",3777,95.71,67,Ibadan,265,"26,220","63,558","83,000","109,000","143,000","193,000","260,000",87.3
184,Batna,Algeria,North Africa,DZA,6.165,35.548,1045,"361,208",6871,52.57,311,Alger,565,"11,461","18,954","69,617","119,754","198,236","255,992","330,169",41.1
185,Maradi,Niger,West Africa,NER,7.097,13.508,358,"360,960",8821,40.92,228,Kano,2072,"8,600","15,170","29,267","57,499","114,596","144,613","235,035",149.6
186,al-Ubayd,Sudan,East Africa,SDN,30.217,13.178,576,"360,709",5016,71.91,360,Khartum,3096,"48,107","58,181","79,160","123,533","200,128","280,942","352,821",28.4
187,Thiès,Senegal,West Africa,SEN,-16.918,14.782,73,"358,806",7317,49.04,35,Dakar,459,"30,500","55,720","90,134","134,973","182,711","221,542","290,865",62
188,Windhoek,Namibia,Southern Africa,NAM,17.059,-22.558,1652,"357,256",4010,89.09,0,Windhoek,16382,"20,205","36,000","61,800","91,913","140,925","221,946","314,132",61
189,Kassala,Sudan,East Africa,SDN,36.437,15.449,636,"356,924",6106,58.45,267,Asmara,1463,"35,745","50,673","86,398","128,490","204,599","263,389","318,499",35.5
190,Matadi,Democratic Republic of the Congo,Central Africa,COD,13.473,-5.841,151,"355,000",10189,34.84,206,Pointe Noire,3861,"30,368","64,014","110,436","130,023","158,299","283,394","335,000",25.3
191,Abakaliki,Nigeria,West Africa,NGA,8.184,6.288,49,"354,397",2598,136.4,134,Onitsha,582,"9,215","28,266","45,000","72,000","115,000","198,000","341,000",79
192,Djelfa,Algeria,North Africa,DZA,3.259,34.673,1148,"351,200",8436,41.63,233,Alger,515,"7,152","26,999","31,893","55,348","100,918","173,195","261,998",102.8
193,Wad Madani,Sudan,East Africa,SDN,33.527,14.362,411,"346,340",7202,48.09,167,Khartum,534,"46,040","56,899","89,300","133,414","190,829","250,449","311,354",38.3
194,al-Qadarif,Sudan,East Africa,SDN,35.381,14.035,606,"345,672",7047,49.05,349,Khartum,5558,"18,000","27,195","57,656","100,211","167,203","224,551","298,630",53.9
195,Morogoro,Tanzania,East Africa,TZA,37.674,-6.779,486,"345,548",3424,100.92,158,Dar es Salaam,2449,"9,196","16,991","32,975","77,652","127,926","219,500","306,116",57.4
196,Adama Town,Ethiopia,East Africa,ETH,39.267,8.535,1680,"339,924",6699,50.74,86,Addis Ababa City,339, -   , -   ,"37,620","65,079","103,523","164,176","254,525",107
197,Setif,Algeria,North Africa,DZA,5.415,36.19,1077,"338,931",7416,45.7,221,Alger,108,"39,966","82,569","101,486","139,568","181,899","227,875","305,041",48.7
198,Makurdi,Nigeria,West Africa,NGA,8.557,7.727,82,"338,179",3100,109.09,268,Onitsha,741,"15,960","35,867","62,000","107,000","184,000","231,000","291,000",46.4
199,Lokoja,Nigeria,West Africa,NGA,6.728,7.789,140,"333,615",6839,48.78,222,Onitsha,809,"12,065","16,506","27,000","43,000","69,200","152,000","333,600",119.5
200,Arua,Uganda,East Africa,UGA,30.981,3.009,1033,"332,828",4938,67.4,213,Juba,2437, -   ,"5,067","10,730","9,699","21,153","39,945","57,136",733.2
201,Aswan,Egypt,North Africa,EGY,32.905,24.098,102,"331,993",10398,31.93,688,Cairo,43247,"32,438","61,542","131,536","159,749","213,740","248,603","297,704",33.5
202,Uige,Angola,Southern Africa,AGO,15.045,-7.61,832,"330,594",8720,37.91,241,Luanda,5571, -   ,"6,300","11,972","37,134","69,101","91,467","206,808",261.4
203,Mekele Town,Ethiopia,East Africa,ETH,39.461,13.514,2025,"329,603",6679,49.35,209,Asmara,773,"8,772","15,347","27,100","49,798","80,533","140,112","251,321",135.2
204,Cidade de Chimoio,Mozambique,Southern Africa,MOZ,33.467,-19.125,690,"328,872",5862,56.1,291,Harare,1038, -   , -   ,"4,500","67,986","116,987","187,784","262,486",75.1
205,El Oued,Algeria,North Africa,DZA,6.859,33.365,77,"328,427",2600,126.31,489,Tunis,1021,"13,345","20,000","31,062","52,468","78,689","110,458","205,019",197.3
206,Beni,Democratic Republic of the Congo,Central Africa,COD,29.466,0.497,1149,"327,000",6507,50.25,265,Kigali,492,"3,394","4,116","20,000","35,205","67,402","182,559","300,000",79.1
207,Gonder Town,Ethiopia,East Africa,ETH,37.419,12.569,2157,"323,900",9756,33.2,346,Asmara,547,"13,665","22,788","34,630","63,604","98,181","148,760","244,874",117.7
208,Goma,Democratic Republic of the Congo,Central Africa,COD,29.192,-1.634,1541,"320,000",4976,64.31,110,Kigali,837,"1,200","12,000","48,643","70,000","145,000","195,000","270,000",64.1
209,Garoua,Cameroon,Central Africa,CMR,13.375,9.295,195,"317,294",7382,42.98,365,Ndjamena/Kousséri [TCD],916, -   ,"13,800","37,900","86,051","155,110","204,248","273,643",55.3
210,Mbour,Senegal,West Africa,SEN,-16.921,14.429,8,"317,009",4658,68.05,48,Dakar,411,"9,300","12,267","24,560","48,251","84,764","136,013","233,369",133.1
211,al-Minya,Egypt,North Africa,EGY,30.754,28.094,44,"315,213",27944,11.28,231,Cairo,21,"76,498","99,218","123,735","157,384","204,994","232,269","275,198",35.7
212,Mbombela,South Africa,Southern Africa,ZAF,31.162,-25.371,680,"314,295",3000,104.78,111,Mbabane,625, -   , -   , -   ,"6,440","40,489","210,577","282,768",49.3
213,Tamale,Ghana,West Africa,GHA,-0.841,9.425,173,"312,881",2157,145.08,316,Kumasi,5662,"18,768","40,400","83,653","118,339","157,808","202,317","274,022",54.6
214,Bamenda,Cameroon,Central Africa,CMR,10.186,5.986,1250,"312,337",2854,109.42,219,Douala,268,"14,000","12,100","30,600","60,356","128,893","209,080","303,672",49.4
215,Bata,Equatorial Guinea,Central Africa,GNQ,9.801,1.85,26,"311,300",4436,70.18,0,Bata,5575,"20,400","21,100","27,200","32,000","38,524","179,213","229,288",73.7
216,Kafr al-Shaykh,Egypt,North Africa,EGY,30.937,31.115,9,"310,696",17514,17.74,113,Cairo,41,"25,956","38,078","59,692","85,937","115,818","137,229","203,732",126.4
217,Safi,Morocco,North Africa,MAR,-9.233,32.292,43,"310,368",10380,29.9,204,Casablanca,746,"56,183","81,072","122,463","180,915","237,126","274,972","298,178",12.9
218,Newcastle,South Africa,Southern Africa,ZAF,30.109,-27.774,1221,"309,962",2976,104.17,192,Mbabane,1565,"13,121","17,418","14,216","89,960","114,331","271,628","295,854",14.1
219,Dayrut,Egypt,North Africa,EGY,30.846,27.578,48,"308,563",17919,17.22,286,Cairo,55,"18,886","24,155","29,018","35,752","48,275","61,441","107,696",402.2
220,Maseru,Lesotho,Southern Africa,LSO,27.536,-29.361,1591,"306,902",2095,146.49,0,Maseru,2818,"2,766","11,393","37,640","70,383","113,300","219,253","261,085",40
221,Bida,Nigeria,West Africa,NGA,6.009,9.077,149,"304,182",8654,35.15,294,Ibadan,1685,"18,430","35,344","48,000","66,000","89,300","140,000","219,000",117.3
222,Cidade de Quelimane,Mozambique,Southern Africa,MOZ,36.927,-17.834,7,"304,155",7952,38.25,306,Blantyre,88, -   , -   ,"10,500","58,823","102,068","161,315","227,262",88.5
223,Disuq,Egypt,North Africa,EGY,30.688,31.116,5,"295,777",16844,17.56,122,Cairo,15,"33,112","39,239","49,915","65,095","87,839","102,267","197,521",189.2
224,Ilesha,Nigeria,West Africa,NGA,4.759,7.624,403,"293,167",4656,62.97,96,Ibadan,192,"68,428","105,223","110,000","114,000","119,000","174,000","253,000",68.5
225,Lafia,Nigeria,West Africa,NGA,8.524,8.506,164,"292,494",7697,38,338,Onitsha,211,"9,120","35,025","53,000","81,000","124,000","174,000","244,000",68.1
226,Gusau,Nigeria,West Africa,NGA,6.674,12.176,454,"290,990",7000,41.57,203,Kano,662,"38,192","53,101","70,000","92,000","121,000","157,000","205,000",85.3
227,al-Duaiym,Sudan,East Africa,SDN,26.131,11.464,477,"288,581",5850,49.33,825,Khartum,2913, -   ,"5,582","14,006","27,679","58,694","99,192","145,000",190.9
228,Yenagoa,Nigeria,West Africa,NGA,6.334,4.935,17,"287,980",5501,52.35,127,Onitsha,380, -   , -   ,"11,700","22,700","44,200","93,500","198,000",208
229,Misrata,Libya,North Africa,LBY,15.143,32.393,4,"287,706",1406,204.58,193,Tarâbulus,1043,"29,196","30,428","55,386","141,309","213,686","278,865","287,706",3.2
230,Zomba,Malawi,Southern Africa,MWI,35.32,-15.393,966,"283,884",3849,73.75,52,Blantyre,1640,"6,701","13,106","21,218","28,759","48,213","69,246","224,394",310
231,Eket,Nigeria,West Africa,NGA,7.938,4.695,34,"282,970",3867,73.18,140,Malabo,167, -   , -   ,"10,600","18,800","33,300","56,400","95,600",401.7
232,Kikima aggl.,Kenya,East Africa,KEN,37.555,-1.669,1355,"282,552",645,437.98,94,Nairobi aggl.,3071, -   , -   , -   , -   ,"1,878","17,231","19,406",1539.8
233,Iwo,Nigeria,West Africa,NGA,4.182,7.632,250,"281,880",7545,37.36,37,Ibadan,471,"95,006","106,205","98,000","91,000","84,600","132,000","207,000",113.5
234,Abu Hammad,Egypt,North Africa,EGY,31.675,30.532,13,"280,974",8466,33.19,60,Cairo,43,"8,500","11,392","14,915","19,828","26,209","32,605","67,384",761.8
235,Luena,Angola,Southern Africa,AGO,19.899,-11.781,1351,"280,517",4968,56.46,789,Luanda,43540, -   , -   ,"2,539","7,223","20,549","58,460","164,945",379.8
236,Sikasso,Mali,West Africa,MLI,-5.665,11.319,377,"279,161",5259,53.08,150,Bobo-Dioulasso,6085,"17,521","21,046","24,901","55,023","87,024","150,835","237,961",85.1
237,Dire Dawa-Urban,Ethiopia,East Africa,ETH,41.844,9.607,1192,"277,000",7960,34.8,244,Hargeisa,247,"26,440","42,113","59,420","90,818","133,346","193,377","248,764",43.2
238,Chlef,Algeria,North Africa,DZA,1.335,36.164,119,"273,777",3904,70.12,168,Alger,112,"15,283","39,014","58,241","78,875","97,082","130,807","164,193",109.3
239,Tlemcen,Algeria,North Africa,DZA,-1.312,34.879,837,"273,527",3718,73.56,446,Alger,372,"51,123","71,040","78,769","93,285","134,219","160,396","249,705",70.5
240,Kigoma,Tanzania,East Africa,TZA,29.652,-4.856,823,"272,713",4894,55.72,155,Bujumbura,2702,"10,163","17,549","24,384","38,536","59,227","132,602","241,013",105.7
241,Yirga Chefe town,Ethiopia,East Africa,ETH,38.206,6.194,2035,"271,222",4946,54.84,65,Hawassa City,1287, -   , -   ,"4,850","7,614","10,102","13,090","19,276",1972
242,Qina,Egypt,North Africa,EGY,32.728,26.168,76,"270,926",11393,23.78,462,Cairo,3257,"46,789","57,021","76,697","102,388","131,640","167,971","209,666",61.3
243,Birnin Kebbi,Nigeria,West Africa,NGA,4.217,12.453,211,"270,256",7600,35.56,257,Niamey,151, -   ,"20,066","36,000","64,000","114,000","170,000","254,000",59
244,Bunia,Democratic Republic of the Congo,Central Africa,COD,30.244,1.542,1259,"270,000",5510,49,296,Kampala,408,"4,734","13,307","28,842","48,436","89,440","175,943","180,000",53.5
245,Mallawi,Egypt,North Africa,EGY,30.856,27.742,45,"269,962",28387,9.51,268,Cairo,32,"39,103","52,089","64,724","82,204","105,619","126,255","154,008",113.8
246,Loburo,Nigeria,West Africa,NGA,3.449,6.782,22,"269,118",2267,118.71,19,Lagos,465, -   , -   ,"15,100","38,000","95,800","142,000","210,000",89.5
247,Dodoma,Tanzania,East Africa,TZA,35.754,-6.124,1106,"267,470",2110,126.77,378,Dar es Salaam,7375,"10,130","15,776","27,849","49,361","82,479","150,750","220,057",77.4
248,Faqus,Egypt,North Africa,EGY,31.807,30.715,5,"266,791",14748,18.09,84,Cairo,37,"22,927","29,501","44,736","47,647","57,860","68,982","208,192",286.8
249,Migori aggl.,Kenya,East Africa,KEN,34.458,-1.032,1433,"263,847",830,317.97,45,Kisii aggl.,1464, -   , -   ,"2,282","6,628","14,762","67,295","91,898",292.1
250,Namibe,Angola,Southern Africa,AGO,12.166,-15.207,55,"263,210",9098,28.93,706,Luanda,10629,"8,600","7,700","12,076","36,632","61,981","71,059","159,341",270.4
251,Sinuras,Egypt,North Africa,EGY,30.873,29.408,9,"262,438",18840,13.93,88,Cairo,24,"27,094","31,658","37,278","46,345","65,257","80,723","116,843",225.1
252,Damru,Egypt,North Africa,EGY,30.913,31.282,2,"261,019",6163,42.35,132,Cairo,196,"9,778","12,947","22,373","27,132","34,886","42,852","63,065",509.1
253,Daloa,Cote d`Ivoire,West Africa,CIV,-6.443,6.876,259,"260,984",5701,45.78,180,Bouake,908,"5,678","17,058","47,137","81,371","132,354","181,575","226,568",43.7
254,Zinder,Niger,West Africa,NER,8.978,13.812,461,"260,268",7436,35,206,Kano,5864,"12,400","19,574","37,764","70,462","126,353","164,638","219,203",58.1
255,Parakou,Benin,West Africa,BEN,2.601,9.353,362,"260,188",4242,61.33,258,Ibadan,2488, -   ,"14,000","19,203","59,099","91,423","133,579","211,055",94.8
256,Kaolack,Senegal,West Africa,SEN,-16.069,14.164,8,"259,582",7494,34.64,79,Touba Mosquée,627,"37,300","58,234","85,142","118,475","153,531","166,382","221,595",56
257,Saki,Nigeria,West Africa,NGA,3.407,8.679,419,"257,880",7000,36.84,150,Ibadan,805,"21,850","57,831","64,000","71,000","79,200","137,000","237,000",88.2
258,Menonge,Angola,Southern Africa,AGO,17.686,-14.654,1383,"257,457",6691,38.48,794,Luanda,68380, -   , -   ,"3,028","8,127","21,814","58,549","105,736",339.7
259,Kitale aggl.,Kenya,East Africa,KEN,35.023,1.008,1861,"257,388",2651,97.09,71,Mbale,1632,"6,699","8,838","12,544","30,129","58,428","141,428","146,684",82
260,Malabo,Equatorial Guinea,Central Africa,GNQ,8.758,3.735,86,"257,100",6225,41.3,0,Malabo,377,"28,900","37,200","37,200","41,000","53,204","173,797","202,869",47.9
261,Abomey,Benin,West Africa,BEN,2.037,7.185,192,"256,757",2777,92.45,84,Cotonou,285,"15,000","21,000","22,265","31,470","47,342","57,187","192,032",349
262,Kosty,Sudan,East Africa,SDN,32.666,13.149,388,"256,214",7325,34.98,263,Khartum,1931,"19,944","29,084","53,846","82,542","145,486","191,673","231,465",33.7
263,Kapchorwa,Uganda,East Africa,UGA,34.401,1.315,2065,"255,951",1929,132.67,39,Mbale,4342, -   , -   ,876,"1,521","4,297","7,836","11,829",3166.3
264,Mbandaka,Democratic Republic of the Congo,Central Africa,COD,18.264,0.034,315,"255,000",9583,26.61,483,Bangui,28731,"13,780","52,928","107,910","128,163","156,017","215,886","210,000",18.1
265,Machakos aggl.,Kenya,East Africa,KEN,37.288,-1.459,1763,"254,438",1069,238.09,57,Nairobi aggl.,1409, -   , -   ,"7,971","86,795","118,497","209,819","239,858",21.3
266,Kabale,Uganda,East Africa,UGA,29.976,-1.259,1983,"251,357",2111,119.05,63,Kigali,1197, -   ,"10,717","8,946","21,495","27,574","41,694","45,020",502.9
267,Korhogo,Cote d`Ivoire,West Africa,CIV,-5.628,9.462,384,"250,310",4187,59.78,206,Bouake,2837,"5,670","18,589","34,679","67,165","115,951","147,261","212,756",70
